genome_id,genome_length,gc_content,cds,rrna,trna,contigs,contig_n50,contig_l50,hypothetical_cds,plasmids,checkm_completeness,checkm_contamination
470.1745,4010315,38.96,3887,3.0,60.0,105,198760.0,7.0,1036.0,,100.0,0.0
470.1755,4069530,39.02,3943,3.0,63.0,65,462414.0,2.0,1069.0,,100.0,0.5
562.100617,4969880,50.413754,4913,4.0,80.0,49,440532.0,4.0,550.0,0.0,99.78,0.0
485.7796,2138138,52.541885,2601,3.0,49.0,267,33355.0,17.0,805.0,0.0,99.8,0.0
485.7797,2165395,52.451263,2706,4.0,47.0,388,31278.0,20.0,850.0,0.0,99.8,0.0
485.7803,2189542,52.46517,2689,3.0,48.0,350,27801.0,24.0,821.0,0.0,99.8,0.0
485.7949,2140651,52.540325,2601,3.0,49.0,264,43266.0,16.0,797.0,0.0,99.8,0.0
287.7786,6475204,66.25277,6275,2.0,56.0,124,226413.0,9.0,1268.0,,98.45,1.52
287.7790,6265327,66.576096,6041,2.0,52.0,179,85940.0,22.0,1142.0,,98.83,2.07
287.8520,7271612,65.61431,7139,6.0,55.0,169,204614.0,11.0,1741.0,,98.87,3.88
28901.8438,5060149,51.746044,5158,16.0,80.0,102,408262.0,4.0,808.0,,100.0,0.0
28901.9143,4737984,52.211258,4750,13.0,79.0,82,349578.0,6.0,542.0,,100.0,0.0
28901.21928,4922988,52.160923,5059,5.0,63.0,48,374366.0,5.0,591.0,0.0,100.0,0.0
28901.22575,4972702,52.174854,5103,4.0,73.0,73,143002.0,9.0,569.0,0.0,100.0,4.7
28901.22756,4778959,52.183247,4860,6.0,73.0,69,174814.0,9.0,572.0,0.0,100.0,4.7
28901.23324,4732291,52.18764,4809,3.0,61.0,52,173159.0,9.0,526.0,0.0,100.0,1.2
28901.23984,5018905,52.191624,5161,3.0,62.0,122,79194.0,20.0,605.0,0.0,100.0,5.7
28901.24031,4942993,52.154232,5016,6.0,77.0,60,168235.0,10.0,639.0,0.0,100.0,2.4
28901.24197,4758354,52.180458,4833,3.0,60.0,49,270174.0,6.0,519.0,0.0,100.0,5.7
28901.24702,4689258,52.095875,4757,5.0,73.0,75,159199.0,11.0,584.0,0.0,100.0,0.0
90370.2830,4799237,51.993557,5060,4.0,68.0,70,161547.0,10.0,620.0,0.0,100.0,0.0
90370.2914,4841084,52.031178,5072,4.0,69.0,62,204169.0,9.0,659.0,0.0,100.0,0.0
90370.3037,4841519,52.030075,5073,4.0,69.0,65,204170.0,9.0,660.0,0.0,100.0,0.0
90370.3379,4739164,52.01656,4937,2.0,63.0,67,149329.0,10.0,565.0,0.0,100.0,0.0
90371.5586,4887114,52.15078,4958,2.0,47.0,76,174240.0,9.0,555.0,0.0,100.0,0.0
1773.4122,4363483,65.6,4280,3.0,44.0,70,130330.0,12.0,997.0,,100.0,1.1
192954.23,4736839,52.15,4838,6.0,78.0,60,178421.0,7.0,671.0,,98.9,0.3
1284796.3,5555255,57.08,5419,3.0,50.0,167,99235.0,19.0,817.0,0.0,100.0,0.0
1280.29745,2774377,32.74317,2692,2.0,13.0,53,229560.0,4.0,530.0,0.0,99.81,0.0
1280.30018,2742763,32.595963,2617,2.0,9.0,66,85659.0,10.0,512.0,0.0,99.81,0.0
1280.30141,2826189,32.757965,2771,2.0,10.0,43,295709.0,4.0,554.0,0.0,99.81,0.0
1280.30334,2771084,32.654514,2649,2.0,9.0,61,87476.0,9.0,536.0,0.0,99.81,0.0
1280.39619,2713872,32.660713,2590,4.0,55.0,65,99256.0,11.0,521.0,0.0,92.34,0.0
1280.39637,2758104,32.656128,2619,4.0,51.0,53,99470.0,8.0,523.0,0.0,91.76,0.0
1280.39695,2824515,32.648613,2708,4.0,57.0,65,106237.0,8.0,536.0,0.0,99.62,0.0
1280.39749,2763608,32.846916,2650,4.0,52.0,142,38771.0,26.0,497.0,0.0,99.81,0.19
1280.51902,2815289,32.769707,2688,4.0,46.0,66,105849.0,9.0,509.0,0.0,100.0,0.0
1280.8633,2812190,32.71,2701,4.0,39.0,46,136356.0,8.0,558.0,,100.0,0.0
1280.8649,2740110,32.76,2619,4.0,17.0,51,107880.0,9.0,549.0,,99.4,0.0
1280.8840,3010567,32.62,2943,3.0,47.0,69,110928.0,10.0,741.0,,100.0,0.0
1280.9741,2800054,32.72,2711,2.0,32.0,55,134479.0,8.0,558.0,,100.0,0.0
197.16160,1892718,30.20413,2103,8.0,40.0,94,84624.0,8.0,429.0,,97.11,5.01
340188.40,4666612,52.235756,4883,8.0,77.0,69,316474.0,6.0,807.0,,99.7,0.0
1438748.3,5787808,57.0,5599,19.0,72.0,163,107355.0,18.0,871.0,,100.0,0.0
85569.72,5012944,51.95,5267,4.0,68.0,160,133658.0,12.0,796.0,,100.0,0.5
562.7750,4857902,50.78,4995,8.0,86.0,188,76387.0,23.0,583.0,,100.0,0.0
562.7772,5030955,50.62,5109,8.0,81.0,83,233965.0,9.0,594.0,,100.0,0.0
562.96490,5162915,50.753944,5198,2.0,78.0,130,206044.0,9.0,617.0,0.0,99.78,0.0
562.97378,5178023,50.582626,5334,2.0,77.0,153,178403.0,8.0,591.0,0.0,99.78,0.11
562.98261,5082743,50.70148,5119,4.0,79.0,163,196110.0,7.0,564.0,0.0,99.78,0.0
562.98899,5297232,50.537468,5376,2.0,78.0,138,199321.0,8.0,675.0,0.0,99.78,0.11
562.98945,5150221,50.44708,5139,4.0,77.0,99,278594.0,6.0,589.0,0.0,99.78,0.0
562.99002,4904314,50.56605,4874,3.0,78.0,66,347050.0,5.0,450.0,0.0,99.67,0.0
562.99015,5232571,50.41151,5245,4.0,77.0,189,219283.0,8.0,637.0,0.0,99.78,0.0
562.99055,4917118,50.753532,4908,4.0,79.0,85,275278.0,7.0,456.0,0.0,99.78,0.0
562.99437,5166730,50.483536,5136,4.0,80.0,102,372374.0,5.0,566.0,0.0,99.78,0.0
562.99699,4947072,50.529182,4871,4.0,81.0,145,125084.0,15.0,434.0,0.0,99.78,0.11
562.99747,5354807,50.798004,5396,4.0,79.0,149,110151.0,15.0,611.0,0.0,99.78,0.0
562.99853,5218570,50.72566,5207,3.0,79.0,124,180654.0,9.0,531.0,0.0,99.78,0.0
624.2124,4927747,50.46645,5445,9.0,71.0,478,26256.0,54.0,698.0,0.0,99.67,0.0
624.3321,4357723,50.87875,4536,4.0,87.0,392,24866.0,54.0,340.0,0.0,99.78,0.0
624.3597,4357741,50.931343,4525,4.0,57.0,379,25111.0,54.0,327.0,0.0,99.78,0.0
624.3644,4371669,50.91696,4560,2.0,51.0,406,23958.0,53.0,339.0,0.0,99.78,0.0
624.3860,4361524,50.868526,4535,3.0,80.0,393,25110.0,53.0,344.0,0.0,99.78,0.0
573.13180,5635235,57.07,5672,5.0,68.0,181,119879.0,17.0,934.0,,100.0,0.0
573.13436,5494180,57.26,5414,4.0,50.0,117,104460.0,17.0,740.0,,100.0,0.7
573.13922,5522666,57.27,5470,5.0,72.0,93,136583.0,12.0,834.0,,100.0,0.0
573.14252,5351543,57.39,5294,4.0,64.0,104,177647.0,10.0,756.0,,100.0,0.0
573.14445,5450386,57.31,5369,7.0,71.0,70,210128.0,11.0,776.0,,100.0,0.3
573.15445,5366401,57.36,5226,5.0,68.0,60,195695.0,9.0,676.0,,100.0,0.0
573.15500,5440885,57.34,5360,6.0,70.0,68,293900.0,8.0,794.0,,100.0,0.0
595.37,4644112,52.32,4671,7.0,73.0,76,161894.0,7.0,601.0,,100.0,0.5
596.12,4806023,52.12,4929,8.0,70.0,124,127041.0,12.0,672.0,,100.0,0.8
573.26271,5561766,57.208607,5531,13.0,81.0,47,554330.0,4.0,778.0,,99.78,0.0
573.29899,5733322,57.068188,5819,11.0,81.0,113,254567.0,8.0,874.0,0.0,99.78,0.0
573.29985,5551687,57.13754,5509,15.0,83.0,67,403780.0,5.0,802.0,0.0,99.78,0.11
573.62727,5590915,57.260002,5562,3.0,82.0,149,104501.0,16.0,777.0,0.0,100.0,0.1
562.145024,4844825,50.68982,4702,5.0,79.0,76,228591.0,7.0,382.0,0.0,100.0,0.0
562.145391,5159524,50.774315,5198,4.0,77.0,124,185000.0,8.0,662.0,0.0,100.0,0.0
562.22672,5151560,50.63,5123,5.0,68.0,132,106873.0,14.0,708.0,,100.0,0.0
562.22694,5043057,50.81,5027,10.0,63.0,92,180449.0,12.0,654.0,,100.0,0.4
562.22718,5283862,50.57,5372,10.0,70.0,97,173826.0,11.0,882.0,,100.0,0.0
562.23494,5291575,50.54,5251,8.0,72.0,151,84792.0,14.0,712.0,,100.0,0.4
562.23621,5200312,50.71,5190,10.0,70.0,123,164372.0,11.0,685.0,,100.0,0.0
562.23822,5236468,50.63,5306,10.0,66.0,118,161182.0,13.0,854.0,,100.0,0.0
562.57165,5296536,50.590744,5528,7.0,87.0,172,122997.0,12.0,637.0,0.0,99.78,0.0
562.57173,4857707,50.738243,4838,11.0,81.0,113,251830.0,7.0,461.0,0.0,99.78,0.0
562.58732,5115630,50.386013,5149,8.0,84.0,110,194241.0,9.0,599.0,0.0,99.78,0.11
28152.31,4448883,47.492855,4249,8.0,80.0,3,4438053.0,0.0,694.0,2.0,99.75,0.25
287.12578,6795098,66.00953,6546,3.0,59.0,102,306085.0,8.0,1414.0,0.0,97.89,1.8
287.34599,6903204,66.08443,6649,3.0,58.0,145,148797.0,15.0,1404.0,0.0,99.6,2.4
43770.1044,2904504,59.336845,2839,3.0,57.0,123,96350.0,9.0,931.0,0.0,99.76,0.36
485.13274,2108211,52.52572,2498,3.0,46.0,93,48851.0,11.0,756.0,0.0,99.8,0.0
485.13357,2088852,52.592335,2472,3.0,47.0,133,40309.0,16.0,726.0,0.0,99.8,0.0
485.13573,2145220,52.489117,2529,3.0,47.0,126,39017.0,15.0,758.0,0.0,99.8,0.0
485.14055,2136136,52.437393,2535,3.0,46.0,126,34631.0,17.0,763.0,0.0,99.8,0.0
485.14075,2082024,52.377254,2474,3.0,44.0,119,55200.0,12.0,755.0,0.0,98.18,0.2
485.14210,2121719,52.493378,2513,3.0,48.0,114,45110.0,15.0,754.0,0.0,99.8,0.0
485.14350,2119931,52.34326,2537,3.0,43.0,119,47182.0,15.0,780.0,0.0,98.18,0.0
485.14401,2118631,52.435135,2517,3.0,46.0,141,43198.0,16.0,757.0,0.0,99.8,0.0
485.15557,2109877,52.496853,2499,3.0,49.0,123,45618.0,15.0,755.0,0.0,99.8,0.0
485.17690,2036920,52.823135,2367,3.0,47.0,114,34578.0,16.0,678.0,0.0,99.8,0.0
485.17796,2110790,52.43203,2499,3.0,48.0,107,60238.0,11.0,759.0,0.0,99.8,0.0
470.22928,3795005,39.354652,3686,3.0,62.0,248,28983.0,42.0,869.0,0.0,99.6,0.0
470.24286,8601530,47.783104,8396,7.0,137.0,94,261527.0,9.0,1669.0,0.0,100.0,48.0
470.7462,3974896,39.069675,3886,3.0,64.0,77,184685.0,7.0,945.0,,99.81,0.0
470.7948,3967737,38.94812,3921,4.0,64.0,94,129429.0,10.0,1026.0,,99.81,0.0
470.8042,3917125,39.007206,3822,4.0,59.0,92,146009.0,11.0,972.0,,99.81,0.0
562.100114,5287058,50.65821,5412,2.0,72.0,149,211027.0,10.0,648.0,0.0,99.78,0.0
562.100582,4997588,50.530197,4982,4.0,77.0,89,270586.0,6.0,534.0,0.0,99.78,0.0
485.704,2140206,52.46,2607,3.0,49.0,73,61030.0,12.0,940.0,,100.0,0.0
287.7692,6894293,65.97329,6741,2.0,59.0,92,226581.0,9.0,1506.0,,99.01,2.74
28901.8820,4965554,51.942944,5102,12.0,83.0,125,281089.0,5.0,766.0,,100.0,0.0
28901.9032,4732949,52.146114,4764,12.0,81.0,80,201219.0,9.0,540.0,,100.0,0.0
28901.10149,4839266,52.04868,4882,7.0,71.0,76,189943.0,8.0,679.0,0.0,100.0,0.0
28901.22520,5085791,52.099724,5314,3.0,74.0,79,169320.0,8.0,654.0,0.0,100.0,5.7
28901.23432,5093514,52.10619,5371,6.0,73.0,148,74663.0,21.0,855.0,0.0,100.0,5.7
28901.23720,4843503,52.0086,4970,4.0,65.0,36,231684.0,6.0,600.0,0.0,100.0,7.9
90370.2724,4834785,52.026222,5062,4.0,69.0,60,204125.0,9.0,663.0,0.0,100.0,0.0
90370.2731,4840564,52.031685,5065,4.0,69.0,69,204169.0,9.0,654.0,0.0,100.0,0.0
90370.2743,4778172,52.055767,5004,4.0,66.0,81,152363.0,10.0,608.0,0.0,100.0,0.0
90370.2779,4833220,52.00771,5057,4.0,69.0,66,179000.0,9.0,655.0,0.0,100.0,0.0
90370.2823,4703421,52.081284,4906,4.0,67.0,57,179465.0,10.0,576.0,0.0,100.0,0.0
90370.3033,4724041,52.079586,4942,4.0,68.0,62,154903.0,11.0,566.0,0.0,100.0,0.0
90371.6230,4875836,52.17987,4956,3.0,77.0,80,376539.0,5.0,551.0,0.0,100.0,0.0
1620419.29,5042650,52.1,5211,6.0,76.0,154,95788.0,16.0,855.0,,100.0,0.0
1620419.45,5050099,52.08,5228,7.0,79.0,103,193982.0,9.0,842.0,,100.0,0.0
2590157.165,5813789,57.16991,5769,3.0,72.0,104,144228.0,12.0,874.0,0.0,100.0,0.1
195.2079,1815273,31.371094,2044,6.0,43.0,194,64156.0,10.0,378.0,,99.66,7.76
1280.19784,2810272,32.70521,2667,9.0,60.0,62,196978.0,6.0,525.0,,99.81,0.0
1280.26058,2783421,32.72757,2657,9.0,57.0,39,170615.0,5.0,536.0,0.0,99.81,0.0
1280.26077,2794538,32.70215,2680,4.0,41.0,92,90569.0,10.0,529.0,0.0,99.81,0.0
1280.30285,2804423,32.66957,2712,2.0,24.0,73,119687.0,9.0,555.0,0.0,99.81,0.0
1280.30291,2814856,32.617725,2701,2.0,9.0,69,100556.0,9.0,547.0,0.0,99.81,0.0
1280.30382,2806954,32.684933,2705,2.0,9.0,54,108007.0,9.0,552.0,0.0,99.81,0.0
1280.8592,2712568,32.81,2581,4.0,52.0,54,107894.0,10.0,553.0,,100.0,0.0
1280.8644,2804294,32.72,2708,2.0,20.0,55,113325.0,8.0,551.0,,100.0,0.0
1280.8844,2996021,32.62,2919,3.0,46.0,65,92856.0,10.0,730.0,,100.0,1.2
1280.9260,3034497,32.59,2960,4.0,35.0,68,112235.0,10.0,769.0,,100.0,0.0
1280.9809,2820790,32.74,2713,4.0,48.0,35,195837.0,5.0,597.0,,100.0,0.0
1313.17217,2012940,39.713505,2123,5.0,46.0,38,105801.0,9.0,335.0,,100.0,0.0
197.15950,1701556,30.366795,1826,3.0,38.0,33,154442.0,5.0,273.0,,94.53,2.05
197.15981,1677654,30.500448,1806,8.0,42.0,92,82130.0,8.0,222.0,,94.93,5.01
197.16264,1669911,30.41719,1747,4.0,39.0,30,186455.0,4.0,222.0,,95.32,1.86
1402492.3,6421104,66.3,5954,14.0,64.0,23,908542.0,3.0,1190.0,0.0,100.0,0.3
1402503.3,6830561,66.0,6339,15.0,64.0,35,588037.0,5.0,1368.0,0.0,99.7,0.0
72407.539,5884558,56.48,5893,6.0,77.0,109,227853.0,9.0,1140.0,,100.0,0.0
85569.239,4975083,52.11,5128,10.0,80.0,80,225711.0,6.0,709.0,,100.0,0.0
85569.287,4971138,52.11,5121,9.0,78.0,93,222702.0,7.0,699.0,,100.0,0.0
562.7780,5216908,50.65,5504,10.0,95.0,278,79944.0,21.0,753.0,,100.0,0.0
562.96903,5215664,50.76527,5315,2.0,71.0,192,212979.0,8.0,638.0,0.0,99.78,0.11
562.97242,4704047,50.62692,4608,2.0,79.0,83,253276.0,5.0,384.0,0.0,99.78,0.11
562.97277,5161303,50.695007,5201,3.0,79.0,145,132822.0,11.0,615.0,0.0,99.78,0.0
562.97973,5199994,50.53256,5204,2.0,79.0,134,211882.0,8.0,599.0,0.0,99.78,0.0
562.98775,5052022,50.432896,4979,2.0,79.0,112,202464.0,7.0,561.0,0.0,99.78,0.0
562.99547,5281918,50.641037,5407,2.0,77.0,201,236471.0,10.0,646.0,0.0,99.78,0.0
562.99886,4871149,50.73678,4694,2.0,77.0,72,316874.0,7.0,422.0,0.0,99.78,0.0
623.1335,4459950,50.551533,4855,4.0,71.0,386,31197.0,42.0,481.0,0.0,99.78,0.0
623.1746,4310861,50.814953,4596,4.0,71.0,439,20758.0,65.0,391.0,0.0,99.67,0.44
623.1780,4439299,50.491844,4810,2.0,71.0,404,29804.0,43.0,451.0,0.0,99.78,0.0
624.2326,4312873,50.88833,4474,2.0,50.0,396,23163.0,58.0,330.0,0.0,99.78,0.0
624.3269,4333723,50.8874,4503,4.0,57.0,411,23263.0,56.0,322.0,0.0,99.78,0.0
573.12942,5544736,57.15,5532,13.0,89.0,332,142604.0,12.0,897.0,,100.0,0.3
573.13167,5457107,57.3,5416,5.0,76.0,86,162683.0,11.0,833.0,,99.7,0.0
573.13282,5595346,57.19,5641,3.0,61.0,121,156625.0,12.0,903.0,,100.0,0.0
573.13322,5566096,57.18,5609,5.0,64.0,135,130291.0,14.0,928.0,,100.0,0.0
573.13346,5941820,56.82,5886,2.0,50.0,149,73416.0,26.0,1078.0,,98.0,1.0
573.13552,5323037,57.32,5284,4.0,75.0,101,121112.0,15.0,766.0,,100.0,0.0
573.13667,5395220,57.41,5394,4.0,70.0,80,172578.0,10.0,829.0,,100.0,0.0
573.13757,5508060,57.26,5450,4.0,71.0,100,157092.0,12.0,804.0,,100.0,0.0
573.13960,5599316,57.32,5663,7.0,67.0,164,124826.0,14.0,969.0,,100.0,0.0
573.14291,5399269,57.35,5340,5.0,72.0,79,177647.0,9.0,784.0,,100.0,0.0
573.14507,5578459,57.17,5623,9.0,63.0,120,172759.0,11.0,942.0,,100.0,0.0
573.14541,5365990,57.39,5277,5.0,69.0,89,161193.0,10.0,754.0,,100.0,0.0
573.26079,5614254,57.448273,5495,10.0,80.0,28,640652.0,4.0,687.0,,99.78,0.11
573.26135,5551518,57.737118,5448,10.0,80.0,34,493511.0,4.0,705.0,,99.78,0.0
573.31061,5379914,57.540604,5398,9.0,68.0,241,78383.0,25.0,647.0,0.0,99.78,0.44
573.31107,5532038,57.231007,5440,9.0,71.0,79,178605.0,10.0,771.0,0.0,99.78,0.0
573.66583,5509156,57.286053,5584,5.0,72.0,259,38672.0,41.0,738.0,0.0,99.9,1.3
573.66862,5547012,57.285347,5423,5.0,75.0,66,274030.0,8.0,703.0,0.0,100.0,0.0
562.145071,5206188,50.68693,5466,2.0,86.0,247,107301.0,17.0,683.0,0.0,100.0,0.0
562.22787,5210378,50.39,5255,4.0,68.0,128,179286.0,11.0,807.0,,100.0,0.0
562.23480,5071437,50.82,5049,10.0,60.0,103,173799.0,11.0,642.0,,100.0,0.0
562.23489,5018092,50.56,4950,4.0,73.0,100,202447.0,9.0,606.0,,100.0,0.0
562.42837,5004426,50.81522,5007,11.0,81.0,76,218580.0,6.0,531.0,,99.78,0.11
562.57159,4687863,50.81997,4546,10.0,76.0,74,140751.0,10.0,318.0,0.0,99.78,0.0
562.57256,5586366,50.795357,6673,11.0,76.0,1221,160116.0,11.0,847.0,0.0,99.44,20.18
2847010.3,5057882,50.625916,5337,4.0,79.0,319,58775.0,28.0,564.0,0.0,99.78,1.64
287.12719,6423935,66.46247,6055,3.0,58.0,53,468752.0,6.0,1156.0,0.0,99.34,1.21
548.495,5254667,54.95882,5107,13.0,86.0,64,737202.0,2.0,708.0,,99.78,0.11
485.13309,2044856,52.657692,2406,3.0,43.0,124,46632.0,15.0,695.0,0.0,98.38,0.0
485.13456,2107925,52.528908,2491,3.0,49.0,108,52463.0,13.0,742.0,0.0,99.8,0.0
485.14474,2065518,52.676857,2442,3.0,48.0,108,45069.0,15.0,711.0,0.0,99.8,0.0
485.14845,2063863,52.350277,2458,3.0,44.0,133,43837.0,15.0,745.0,0.0,97.78,0.0
485.15024,2111608,52.47944,2490,3.0,46.0,108,57880.0,11.0,743.0,0.0,99.8,0.0
485.15555,2126507,52.44276,2533,3.0,47.0,108,55099.0,13.0,758.0,0.0,99.8,0.2
485.15605,2103923,52.527542,2492,3.0,46.0,112,47327.0,14.0,752.0,0.0,99.8,0.0
485.16482,2093545,52.580574,2491,3.0,49.0,134,43655.0,15.0,729.0,0.0,99.8,0.0
485.16739,2127342,52.423775,2522,3.0,46.0,126,53708.0,14.0,760.0,0.0,99.8,0.0
485.17800,2117353,52.45115,2496,3.0,48.0,92,52441.0,12.0,747.0,0.0,99.8,0.0
485.18967,2113639,52.475517,2516,3.0,47.0,115,48811.0,14.0,753.0,0.0,100.0,0.0
470.2272,3837286,38.88,3731,1.0,54.0,117,79777.0,14.0,958.0,,100.0,0.0
470.630,3961474,38.81,3758,4.0,44.0,179,71418.0,17.0,1004.0,,100.0,0.0
470.7388,3973449,38.859966,3874,7.0,62.0,95,175009.0,8.0,991.0,,99.81,0.37
470.8114,4006705,39.16787,3906,3.0,43.0,131,163921.0,10.0,977.0,,99.81,0.0
470.16303,4108652,38.838993,3982,3.0,63.0,78,196121.0,6.0,1021.0,0.0,99.81,0.0
562.100730,5171104,50.48595,5153,2.0,74.0,86,314145.0,7.0,611.0,0.0,99.78,0.0
485.728,2149219,52.47,2628,3.0,48.0,48,103762.0,7.0,962.0,,100.0,0.0
485.9646,2077649,52.74563,2445,3.0,47.0,177,21448.0,27.0,700.0,0.0,99.6,0.0
487.4536,2495052,51.999798,3836,3.0,47.0,1588,3017.0,220.0,914.0,0.0,99.6,39.4
487.4601,2044789,51.952305,2302,3.0,47.0,127,35680.0,16.0,617.0,0.0,99.6,0.0
28901.8233,5018211,52.09751,5161,13.0,82.0,101,216686.0,7.0,648.0,,100.0,0.0
28901.8512,4704891,52.142548,4734,11.0,80.0,52,479308.0,3.0,537.0,,100.0,0.0
28901.8796,5045827,51.74524,5172,16.0,78.0,148,149294.0,10.0,789.0,,100.0,0.0
28901.8931,4861179,52.017628,4911,15.0,80.0,105,175320.0,8.0,671.0,,100.0,0.0
28901.9024,5012226,51.943108,5131,18.0,80.0,119,207902.0,8.0,746.0,,100.0,0.0
28901.21022,4679370,52.109985,4716,2.0,42.0,58,275495.0,5.0,539.0,0.0,100.0,0.0
28901.23026,4961484,52.163425,5148,3.0,59.0,75,149567.0,11.0,631.0,0.0,100.0,0.0
28901.23864,5092938,52.110256,5232,5.0,64.0,90,112482.0,12.0,626.0,0.0,100.0,5.7
28901.24595,4736309,51.9191,4842,5.0,71.0,64,151341.0,12.0,635.0,0.0,100.0,0.0
90370.3027,4733927,52.062695,4931,4.0,68.0,67,204169.0,9.0,563.0,0.0,100.0,0.0
90371.5357,4919678,52.151806,4988,3.0,69.0,96,238559.0,7.0,569.0,0.0,100.0,0.0
90371.5599,4888325,52.148987,4963,2.0,48.0,79,168200.0,9.0,556.0,0.0,100.0,0.0
90371.7291,4866661,52.292793,5062,3.0,66.0,247,38534.0,39.0,567.0,0.0,100.0,0.0
98360.73,4972088,52.09,5234,4.0,71.0,82,173981.0,11.0,830.0,,100.0,0.0
1717.880,2444294,53.51709,2444,3.0,53.0,59,107739.0,8.0,569.0,0.0,99.71,0.0
108619.165,4823444,52.19219,5052,7.0,78.0,45,403019.0,5.0,799.0,,100.0,0.0
1773.3824,4279311,65.42,4303,3.0,44.0,123,67683.0,20.0,999.0,,100.0,0.0
260680.4,4788922,52.06,4895,8.0,78.0,163,159873.0,12.0,703.0,,100.0,2.1
192955.116,5113729,51.7,5369,6.0,74.0,156,103312.0,17.0,1043.0,,100.0,1.1
192955.371,4769576,52.160465,4746,3.0,69.0,43,340125.0,5.0,556.0,0.0,100.0,0.0
195.2405,1703760,31.332914,1813,1.0,42.0,29,263294.0,3.0,302.0,,98.99,0.78
1283.424,2571353,32.64,2609,2.0,36.0,85,70865.0,13.0,521.0,,100.0,0.0
1280.26085,2794943,32.70875,2677,4.0,51.0,86,89719.0,10.0,528.0,0.0,99.81,0.0
1280.30042,2794067,32.63569,2680,2.0,9.0,68,90528.0,9.0,559.0,0.0,99.81,0.0
1280.39505,2838999,32.631573,2720,4.0,57.0,48,161024.0,5.0,545.0,0.0,99.43,0.0
1280.39572,2833427,32.75281,2738,5.0,53.0,88,64691.0,15.0,537.0,0.0,99.81,0.0
1280.51868,2780245,32.665287,2630,4.0,56.0,46,173785.0,4.0,530.0,0.0,100.0,0.0
1280.7359,2960731,32.6,2880,4.0,24.0,52,142789.0,8.0,704.0,,100.0,1.2
1280.8494,2735595,32.78,2609,4.0,51.0,58,73040.0,12.0,544.0,,100.0,0.0
1280.9243,3014387,32.64,2966,4.0,51.0,82,87504.0,10.0,738.0,,100.0,0.0
1280.9423,2872601,32.72,2797,4.0,37.0,88,52123.0,17.0,584.0,,100.0,0.0
197.16181,1675014,30.591028,1820,3.0,36.0,147,18952.0,30.0,236.0,,96.32,3.09
1438754.3,5673509,57.1,5419,20.0,75.0,37,227409.0,7.0,724.0,,100.0,0.3
72407.489,5798920,56.49,5781,6.0,76.0,88,201247.0,10.0,1098.0,,100.0,0.0
562.96938,5156670,50.702198,5200,2.0,77.0,106,217517.0,7.0,630.0,0.0,99.78,0.0
562.97326,4699753,50.555084,4590,2.0,79.0,32,689587.0,3.0,388.0,0.0,99.78,0.11
562.97753,4930778,50.74118,4869,3.0,74.0,68,263405.0,6.0,454.0,0.0,99.78,0.0
562.98142,5050958,50.47074,5025,2.0,75.0,152,200455.0,9.0,570.0,0.0,99.78,0.0
562.98625,4604520,50.673294,4580,3.0,81.0,93,150514.0,10.0,441.0,0.0,99.78,0.11
562.98979,5229149,50.802433,5206,3.0,75.0,133,179887.0,10.0,517.0,0.0,99.78,0.0
562.99200,4937704,50.629402,4870,3.0,75.0,92,267810.0,7.0,438.0,0.0,99.78,0.0
562.99678,5146388,50.57802,5218,4.0,84.0,161,111798.0,17.0,548.0,0.0,99.78,0.0
562.99907,5134916,50.737324,5060,3.0,75.0,118,146115.0,11.0,532.0,0.0,99.78,0.0
624.1910,4534034,50.811462,4876,9.0,66.0,461,22717.0,61.0,357.0,0.0,99.78,0.0
624.2390,4350089,50.849075,4546,4.0,57.0,393,23959.0,54.0,339.0,0.0,99.67,0.0
624.3228,4338453,50.869884,4536,4.0,77.0,417,23959.0,55.0,347.0,0.0,99.78,0.0
573.13108,5474055,57.27,5543,8.0,72.0,191,62304.0,27.0,881.0,,100.0,0.3
573.13336,5465377,57.27,5397,5.0,62.0,103,129443.0,14.0,785.0,,100.0,0.3
573.13561,5480432,57.31,5431,5.0,68.0,91,141165.0,13.0,820.0,,100.0,0.0
573.13873,5497752,57.23,5448,5.0,63.0,81,150413.0,13.0,824.0,,100.0,0.0
573.13887,5556002,57.17,5596,10.0,65.0,119,137659.0,14.0,935.0,,100.0,0.0
573.14041,5330128,57.38,5235,4.0,68.0,88,143100.0,12.0,745.0,,100.0,0.0
573.14311,5465700,57.27,5430,5.0,63.0,101,150414.0,12.0,830.0,,100.0,0.0
573.14342,5484288,57.29,5438,5.0,70.0,93,163965.0,10.0,831.0,,100.0,0.0
573.14353,5559820,57.17,5618,10.0,64.0,132,139053.0,13.0,932.0,,100.0,0.0
573.15544,5394644,57.08,5381,4.0,71.0,146,90873.0,17.0,850.0,,99.3,0.7
573.15597,5794374,56.95,5731,8.0,64.0,58,270015.0,7.0,1048.0,,98.3,0.7
573.15640,5722267,56.99,5652,10.0,68.0,79,175246.0,12.0,971.0,,100.0,0.3
573.15653,5511635,57.28,5474,10.0,73.0,88,153251.0,12.0,899.0,,100.0,0.0
573.18543,5586205,57.259266,5757,8.0,89.0,3,5223981.0,1.0,884.0,2.0,99.7,0.3
573.24355,5605071,57.203148,5637,14.0,81.0,140,141862.0,12.0,824.0,,99.78,0.66
573.24414,5539565,57.3155,5520,14.0,83.0,146,195140.0,11.0,763.0,,99.67,0.0
573.26088,5581564,57.108337,5500,10.0,81.0,58,535293.0,4.0,773.0,,99.78,0.11
